"sender","receiver","ligand","receptor","score"
"B-cells","CAFs","HLA-DRA","CD63",1015.75258471414
"B-cells","CAFs","HLA-DRA","CD81",170.165148602573
"B-cells","CAFs","B2M","TAP1",74.3070991941857
"B-cells","CAFs","HLA-DRA","CD9",68.36530604071
"B-cells","CAFs","HLA-DRB1","CD81",64.2204352219163
"B-cells","CAFs","HLA-A","APLP2",25.7748105404729
"B-cells","CAFs","HLA-DRA","CD82",20.1038049634071
"B-cells","CAFs","CD99","CD99",19.7268728918959
"B-cells","CAFs","HLA-DMA","CD74",18.5069198218704
"B-cells","CAFs","B2M","TAP2",18.0331471766894
"B-cells","CAFs","IFITM1","CD81",16.4756089094407
"B-cells","CAFs","LTB","TNFRSF1A",13.8947773059685
"B-cells","CAFs","CALR","LRP1",12.450865990234
"B-cells","CAFs","HMGB1","SDC1",10.7810268353961
"B-cells","CAFs","LGALS1","ITGB1",10.3224122249705
"B-cells","CAFs","MIF","CD74",10.2323703647159
"B-cells","CAFs","HLA-DMB","CD74",9.33009024842185
"B-cells","CAFs","TIMP1","CD63",7.96248038038051
"B-cells","CAFs","LTB","LTBR",7.73199243105484
"B-cells","CAFs","PSAP","LRP1",7.72845771311537
"B-cells","Cancer Epithelial","HLA-DRA","CD9",370.0890075229
"B-cells","Cancer Epithelial","HLA-DRA","CD63",266.313342058889
"B-cells","Cancer Epithelial","B2M","TAP1",72.8541488296585
"B-cells","Cancer Epithelial","HLA-DRA","CD82",59.9788115890832
"B-cells","Cancer Epithelial","HLA-A","APLP2",38.2266984528916
"B-cells","Cancer Epithelial","HLA-A","ERBB2",28.6169745384291
"B-cells","Cancer Epithelial","HLA-DRA","CD81",24.863097804358
"B-cells","Cancer Epithelial","HLA-DRB1","CD82",22.6360416100268
"B-cells","Cancer Epithelial","HLA-DMA","CD74",19.7270135944318
"B-cells","Cancer Epithelial","MIF","CD74",10.9069532494258
"B-cells","Cancer Epithelial","B2M","TAP2",10.5796575116014
"B-cells","Cancer Epithelial","HLA-DMB","CD74",9.94518909356207
"B-cells","Cancer Epithelial","HLA-DRB1","CD81",9.38334891176885
"B-cells","Cancer Epithelial","CD44","EPCAM",8.46138150794257
"B-cells","Cancer Epithelial","IL16","CD9",7.81610130721969
"B-cells","Cancer Epithelial","CD44","CLDN7",7.08301683434483
"B-cells","Cancer Epithelial","HMGB1","SDC1",6.8991923202418
"B-cells","Cancer Epithelial","LTB","LTBR",6.44511004681956
"B-cells","Cancer Epithelial","MIF","CD44",5.19047389335378
"B-cells","Cancer Epithelial","LTB","TNFRSF1A",4.99914660374149
"B-cells","Endothelial","HLA-DRA","CD63",422.805956985251
"B-cells","Endothelial","HLA-DMA","CD74",396.145194917543
"B-cells","Endothelial","HLA-DRA","CD9",249.457794527748
"B-cells","Endothelial","MIF","CD74",219.026417773133
"B-cells","Endothelial","HLA-DMB","CD74",199.712888780743
"B-cells","Endothelial","HLA-DRA","CD81",164.662383779973
"B-cells","Endothelial","B2M","TAP1",149.353695938688
"B-cells","Endothelial","HLA-DRB1","CD81",62.1436882808806
"B-cells","Endothelial","HLA-A","APLP2",51.2326993029881
"B-cells","Endothelial","B2M","TAP2",47.5651990701751
"B-cells","Endothelial","COPA","CD74",39.4580901097659
"B-cells","Endothelial","APP","CD74",30.9790028303754
"B-cells","Endothelial","HMGB1","THBD",19.4985647322573
"B-cells","Endothelial","LTB","TNFRSF1A",18.2998446417686
"B-cells","Endothelial","IFITM1","CD81",15.9428241301699
"B-cells","Endothelial","CCL5","ACKR1",11.9807225239534
"B-cells","Endothelial","CD99","CD99",9.45833255303396
"B-cells","Endothelial","TGFB1","ENG",8.77936801677107
"B-cells","Endothelial","LTB","CD40",8.66388112310999
"B-cells","Endothelial","LTB","LTBR",8.19768938695734
"B-cells","Myeloid","HLA-DMA","CD74",1013.55268908488
"B-cells","Myeloid","MIF","CD74",560.38749822725
"B-cells","Myeloid","HLA-DRA","CD63",555.457069312227
"B-cells","Myeloid","HLA-DMB","CD74",510.97309285997
"B-cells","Myeloid","HLA-DRA","CD37",172.470544503308
"B-cells","Myeloid","RPS19","C5AR1",167.386785757191
"B-cells","Myeloid","HLA-DRA","CD81",153.959374106531
"B-cells","Myeloid","B2M","TAP1",148.27605181067
"B-cells","Myeloid","HLA-DRA","CD9",145.063938811986
"B-cells","Myeloid","HLA-DRA","CD53",137.707063029234
"B-cells","Myeloid","HLA-DRA","CD4",106.837928792702
"B-cells","Myeloid","B2M","LILRB1",106.551952172453
"B-cells","Myeloid","COPA","CD74",100.955038329397
"B-cells","Myeloid","APP","CD74",79.2609680156057
"B-cells","Myeloid","HLA-DRB1","CD37",65.0904930999237
"B-cells","Myeloid","HLA-A","APLP2",60.3220687199101
"B-cells","Myeloid","HLA-DRB1","CD81",58.1043656284016
"B-cells","Myeloid","HLA-DRB1","CD53",51.9707330995482
"B-cells","Myeloid","HLA-B","LILRB2",48.0942633312898
"B-cells","Myeloid","HLA-DPB1","CD4",44.5596415602685
"B-cells","Normal Epithelial","HLA-DRA","CD9",356.73346573236
"B-cells","Normal Epithelial","HLA-DRA","CD63",289.209273916377
"B-cells","Normal Epithelial","B2M","TAP1",59.7301939269084
"B-cells","Normal Epithelial","HLA-DMA","CD74",56.3894607220378
"B-cells","Normal Epithelial","HLA-DRA","CD82",53.7095695554651
"B-cells","Normal Epithelial","HLA-A","APLP2",38.2865185466591
"B-cells","Normal Epithelial","HLA-DRA","CD81",33.9143837248418
"B-cells","Normal Epithelial","MIF","CD74",31.1774110618141
"B-cells","Normal Epithelial","HLA-DMB","CD74",28.4282183453734
"B-cells","Normal Epithelial","CALM1","MYLK",27.5051607421569
"B-cells","Normal Epithelial","CALM2","MYLK",24.9888145048254
"B-cells","Normal Epithelial","HLA-DRB1","CD82",20.2700256824598
"B-cells","Normal Epithelial","HLA-DRB1","CD81",12.7993099702172
"B-cells","Normal Epithelial","HLA-A","ERBB2",9.51244980279793
"B-cells","Normal Epithelial","IL16","CD9",7.53403870734306
"B-cells","Normal Epithelial","CD44","CLDN7",6.95330935508793
"B-cells","Normal Epithelial","LTB","LTBR",6.91883832356725
"B-cells","Normal Epithelial","B2M","TAP2",6.88920444071805
"B-cells","Normal Epithelial","LTB","TNFRSF1A",6.54589354288043
"B-cells","Normal Epithelial","COPA","CD74",5.61667906352973
"B-cells","Plasmablasts","HLA-DRA","CD63",109.138874007056
"B-cells","Plasmablasts","HLA-DMA","CD74",96.8037409810641
"B-cells","Plasmablasts","B2M","TAP1",78.5546307979036
"B-cells","Plasmablasts","MIF","CD74",53.5222360037308
"B-cells","Plasmablasts","HLA-DMB","CD74",48.8026991218087
"B-cells","Plasmablasts","HLA-DRA","CD37",33.3502069374696
"B-cells","Plasmablasts","HLA-DRA","CD9",21.0364350913769
"B-cells","Plasmablasts","HLA-DRA","CD53",16.2170619116762
"B-cells","Plasmablasts","B2M","LILRB1",14.4150946934153
"B-cells","Plasmablasts","HLA-DRB1","CD37",12.5863892921308
"B-cells","Plasmablasts","HLA-DRA","LAG3",9.96834961959156
"B-cells","Plasmablasts","COPA","CD74",9.64214834257506
"B-cells","Plasmablasts","HMGB1","SDC1",8.6797460096599
"B-cells","Plasmablasts","HLA-DRA","CD19",8.56534289655219
"B-cells","Plasmablasts","HLA-DRA","CD81",8.36780861272642
"B-cells","Plasmablasts","HMGB1","CXCR4",8.33201000358499
"B-cells","Plasmablasts","APP","CD74",7.57016216356612
"B-cells","Plasmablasts","B2M","TAP2",6.55150692721659
"B-cells","Plasmablasts","HLA-DRB1","CD53",6.1203294713478
"B-cells","Plasmablasts","HLA-DRA","CD82",6.01011792947951
"B-cells","PVL","HLA-DRA","CD63",663.908194500253
"B-cells","PVL","HLA-DRA","CD81",167.628813341903
"B-cells","PVL","HLA-DRA","CD9",158.50980454881
"B-cells","PVL","B2M","TAP1",71.7463829735853
"B-cells","PVL","HLA-DRB1","CD81",63.2632206827078
"B-cells","PVL","HLA-A","APLP2",29.951250166191
"B-cells","PVL","CALM1","MYLK",26.9781706400688
"B-cells","PVL","HLA-DRA","CD82",25.430498053026
"B-cells","PVL","CALM2","MYLK",24.5100367936021
"B-cells","PVL","B2M","TAP2",23.5058338867932
"B-cells","PVL","IFITM1","CD81",16.2300376619719
"B-cells","PVL","HLA-DRA","CD4",13.6630668492706
"B-cells","PVL","LGALS1","ITGB1",12.8268343403973
"B-cells","PVL","LTB","TNFRSF1A",12.6703020832151
"B-cells","PVL","HLA-DMA","CD74",12.2314278481629
"B-cells","PVL","HLA-DRB1","CD82",9.59748612619687
"B-cells","PVL","CD99","CD99",7.26922940930764
"B-cells","PVL","MIF","CD74",6.76268666187225
"B-cells","PVL","HLA-DMB","CD74",6.1663597610424
"B-cells","PVL","LTB","LTBR",6.12698961502971
"B-cells","T-cells","HLA-DRA","CD37",251.534086711914
"B-cells","T-cells","B2M","KLRD1",217.799270595631
"B-cells","T-cells","B2M","TAP1",197.358168926235
"B-cells","T-cells","HMGB1","CXCR4",164.252640419323
"B-cells","T-cells","HLA-DRA","CD53",150.919760963849
"B-cells","T-cells","HLA-B","CD8A",125.417544561792
"B-cells","T-cells","B2M","KLRC1",109.913117566596
"B-cells","T-cells","HLA-DRA","CD63",102.594899186205
"B-cells","T-cells","HLA-DRB1","CD37",94.9291241740324
"B-cells","T-cells","HLA-DRA","CD82",85.0941458532961
"B-cells","T-cells","HLA-DMA","CD74",81.9447743816329
"B-cells","T-cells","HLA-A","CD8A",70.9569388996154
"B-cells","T-cells","HLA-B","KLRD1",69.1929265485466
"B-cells","T-cells","HLA-DRA","LAG3",62.4319124325934
"B-cells","T-cells","MIF","CXCR4",62.1470956446599
"B-cells","T-cells","HLA-DRB1","CD53",56.957213696691
"B-cells","T-cells","HLA-E","CD8A",50.8519756864259
"B-cells","T-cells","MIF","CD74",45.3067981596306
"B-cells","T-cells","HLA-DMB","CD74",41.311690315084
"B-cells","T-cells","HLA-A","KLRD1",39.1469812181805
"CAFs","B-cells","MIF","CD74",842.558104250031
"CAFs","B-cells","LGALS1","CD69",499.645498194559
"CAFs","B-cells","APP","CD74",399.781756267907
"CAFs","B-cells","CXCL14","CXCR4",310.937222539853
"CAFs","B-cells","COL1A1","CD44",235.435732645428
"CAFs","B-cells","COL1A2","CD44",177.551151619067
"CAFs","B-cells","CXCL12","CXCR4",176.836814032847
"CAFs","B-cells","LGALS1","PTPRC",133.193699228991
"CAFs","B-cells","HMGB1","CXCR4",127.397879205737
"CAFs","B-cells","COPA","CD74",122.25924715586
"CAFs","B-cells","B2M","TAP1",121.462743817368
"CAFs","B-cells","MIF","CXCR4",98.6922919670316
"CAFs","B-cells","COL1A1","ITGB1",77.3879762481166
"CAFs","B-cells","FN1","CD44",66.1088124017769
"CAFs","B-cells","COL1A2","ITGB1",58.3612527713258
"CAFs","B-cells","COL3A1","ITGB1",50.1341889972813
"CAFs","B-cells","LUM","ITGB1",45.4857525497816
"CAFs","B-cells","MXRA5","CD69",44.9628607556557
"CAFs","B-cells","TIMP1","CD63",34.4545368170193
"CAFs","B-cells","OGN","HLA-DRB1",32.7399198438757
"CAFs","Cancer Epithelial","TIMP1","CD63",191.964798301918
"CAFs","Cancer Epithelial","COL1A1","CD44",169.341923237367
"CAFs","Cancer Epithelial","COL1A1","ITGB1",129.410227889749
"CAFs","Cancer Epithelial","COL1A2","CD44",127.707264952272
"CAFs","Cancer Epithelial","COL1A2","ITGB1",97.5932358904695
"CAFs","Cancer Epithelial","COL1A1","SDC1",85.1655990953235
"CAFs","Cancer Epithelial","COL3A1","ITGB1",83.8357214873389
"CAFs","Cancer Epithelial","LUM","ITGB1",76.0624826824723
"CAFs","Cancer Epithelial","COL1A1","DDR1",61.6656044368796
"CAFs","Cancer Epithelial","LGALS3","ANXA2",61.4175104324655
"CAFs","Cancer Epithelial","B2M","TAP1",57.5371075749352
"CAFs","Cancer Epithelial","LGALS1","ITGB1",48.6399885291139
"CAFs","Cancer Epithelial","FN1","CD44",47.5501034157594
"CAFs","Cancer Epithelial","COL1A2","DDR1",46.5044067866409
"CAFs","Cancer Epithelial","COL3A1","DDR1",39.948777799256
"CAFs","Cancer Epithelial","FN1","ITGB1",36.3375447826302
"CAFs","Cancer Epithelial","COL1A1","ITGAV",29.6983647407151
"CAFs","Cancer Epithelial","COL6A2","ITGB1",24.817006502086
"CAFs","Cancer Epithelial","HLA-A","APLP2",24.1052971095008
"CAFs","Cancer Epithelial","FN1","SDC1",23.9139426730814
"CAFs","Endothelial","MIF","CD74",410.388416812161
"CAFs","Endothelial","SPARC","ENG",369.938994268672
"CAFs","Endothelial","COL1A1","ITGB1",337.551075355591
"CAFs","Endothelial","COL1A1","CD93",326.715959006764
"CAFs","Endothelial","COL1A1","CD36",325.859721406526
"CAFs","Endothelial","TIMP1","CD63",304.768283954679
"CAFs","Endothelial","COL1A2","ITGB1",254.56026358539
"CAFs","Endothelial","COL1A2","CD93",246.389085132381
"CAFs","Endothelial","COL1A2","CD36",245.743363387964
"CAFs","Endothelial","COL3A1","ITGB1",218.67543549473
"CAFs","Endothelial","LUM","ITGB1",198.399873351265
"CAFs","Endothelial","APP","CD74",194.723427615961
"CAFs","Endothelial","COL1A1","ITGA5",139.110147672991
"CAFs","Endothelial","LGALS1","ITGB1",126.871582725855
"CAFs","Endothelial","CCL2","ACKR1",125.553165682421
"CAFs","Endothelial","B2M","TAP1",117.953195637914
"CAFs","Endothelial","FN1","ITGB1",94.7821321171664
"CAFs","Endothelial","DCN","KDR",87.0054773749927
"CAFs","Endothelial","CXCL10","ACKR1",84.8305583721702
"CAFs","Endothelial","MMP2","PECAM1",82.1606890428106
"CAFs","Myeloid","MIF","CD74",1049.99451909504
"CAFs","Myeloid","APP","CD74",498.207364926043
"CAFs","Myeloid","TIMP1","CD63",400.386264734411
"CAFs","Myeloid","COL1A1","CD44",334.833394201604
"CAFs","Myeloid","COL1A2","CD44",252.510755580798
"CAFs","Myeloid","FN1","PLAUR",207.640819130439
"CAFs","Myeloid","COPA","CD74",152.359272048784
"CAFs","Myeloid","COL1A1","CD93",121.408271570668
"CAFs","Myeloid","B2M","TAP1",117.102118147925
"CAFs","Myeloid","COL1A1","ITGB1",112.301709445428
"CAFs","Myeloid","LGALS1","PTPRC",98.5035238889209
"CAFs","Myeloid","FN1","CD44",94.0190250409463
"CAFs","Myeloid","COL1A2","CD93",91.558652508864
"CAFs","Myeloid","TIMP1","MMP9",86.7454196726014
"CAFs","Myeloid","DCN","LRP1",84.7216097944952
"CAFs","Myeloid","COL1A2","ITGB1",84.6910433551507
"CAFs","Myeloid","B2M","LILRB1",84.1501991712243
"CAFs","Myeloid","OGN","HLA-DRB1",79.4102751923166
"CAFs","Myeloid","RPS19","C5AR1",77.8343742740903
"CAFs","Myeloid","COL3A1","ITGB1",72.752324056179
"CAFs","Normal Epithelial","TIMP1","CD63",208.468713978757
"CAFs","Normal Epithelial","COL1A1","ITGB1",162.49861631887
"CAFs","Normal Epithelial","COL1A2","ITGB1",122.546463698319
"CAFs","Normal Epithelial","COL1A1","CD44",111.312613799273
"CAFs","Normal Epithelial","COL3A1","ITGB1",105.271344946498
"CAFs","Normal Epithelial","LUM","ITGB1",95.5105975101899
"CAFs","Normal Epithelial","COL1A2","CD44",83.9451282425082
"CAFs","Normal Epithelial","COL1A1","DDR1",71.6446794994143
"CAFs","Normal Epithelial","LGALS1","ITGB1",61.0765544782169
"CAFs","Normal Epithelial","MIF","CD74",58.4169183610204
"CAFs","Normal Epithelial","LGALS3","ANXA2",54.6881121770503
"CAFs","Normal Epithelial","COL1A2","DDR1",54.0300115431394
"CAFs","Normal Epithelial","B2M","TAP1",47.1723662777213
"CAFs","Normal Epithelial","COL3A1","DDR1",46.4135137887224
"CAFs","Normal Epithelial","FN1","ITGB1",45.6285476340632
"CAFs","Normal Epithelial","COL1A1","SDC1",45.176465020276
"CAFs","Normal Epithelial","COL1A1","ITGA2",44.1964569924825
"CAFs","Normal Epithelial","APOE","APP",40.0326674490583
"CAFs","Normal Epithelial","CALM2","MYLK",39.7826708296544
"CAFs","Normal Epithelial","COL1A1","ITGB8",37.8513482269067
"CAFs","Plasmablasts","COL1A1","SDC1",107.145262024239
"CAFs","Plasmablasts","MIF","CD74",100.284275847351
"CAFs","Plasmablasts","TIMP1","CD63",78.6698171923742
"CAFs","Plasmablasts","COL1A1","CD44",74.3914777943018
"CAFs","Plasmablasts","B2M","TAP1",62.0391057384547
"CAFs","Plasmablasts","COL1A2","CD44",56.1014779048622
"CAFs","Plasmablasts","APP","CD74",47.583452965532
"CAFs","Plasmablasts","COL1A1","ITGB1",35.8884039065815
"CAFs","Plasmablasts","FN1","SDC1",30.0856881294532
"CAFs","Plasmablasts","COL1A2","ITGB1",27.064827296119
"CAFs","Plasmablasts","COL3A1","ITGB1",23.249555182768
"CAFs","Plasmablasts","LUM","ITGB1",21.0938590029495
"CAFs","Plasmablasts","FN1","CD44",20.8886399466005
"CAFs","Plasmablasts","CXCL14","CXCR4",18.6099983414113
"CAFs","Plasmablasts","COPA","CD74",14.5517324025754
"CAFs","Plasmablasts","LGALS1","ITGB1",13.4889767432564
"CAFs","Plasmablasts","B2M","LILRB1",11.3844285795879
"CAFs","Plasmablasts","LGALS1","CD69",10.7860458685294
"CAFs","Plasmablasts","CXCL12","CXCR4",10.5839139777803
"CAFs","Plasmablasts","LGALS1","PTPRC",10.5722223172335
"CAFs","PVL","COL1A1","ITGB1",572.003508783419
"CAFs","PVL","TIMP1","CD63",478.560336718127
"CAFs","PVL","COL1A2","ITGB1",431.369871401784
"CAFs","PVL","COL3A1","ITGB1",370.56056259326
"CAFs","PVL","LUM","ITGB1",336.202228298515
"CAFs","PVL","LGALS1","ITGB1",214.992621213383
"CAFs","PVL","COL1A1","CD44",175.421364824173
"CAFs","PVL","COL1A1","CD36",170.897492694809
"CAFs","PVL","FN1","ITGB1",160.614840535998
"CAFs","PVL","COL1A1","ITGA1",156.582766400214
"CAFs","PVL","COL1A2","CD44",132.292005946385
"CAFs","PVL","COL1A2","CD36",128.880379778509
"CAFs","PVL","COL1A2","ITGA1",118.085093480381
"CAFs","PVL","COL6A2","ITGB1",109.693144260498
"CAFs","PVL","COL3A1","ITGA1",101.438884759782
"CAFs","PVL","COL6A3","ITGB1",84.0800096312108
"CAFs","PVL","COL6A1","ITGB1",81.6656109576453
"CAFs","PVL","COL1A1","DDR2",72.9130555320899
"CAFs","PVL","FN1","SDC2",60.3538282032845
"CAFs","PVL","COL1A1","ITGAV",60.1707266683824
"CAFs","T-cells","LGALS1","CD69",480.414325603328
"CAFs","T-cells","COL1A1","CD44",424.985342135305
"CAFs","T-cells","CXCL14","CXCR4",366.867222250192
"CAFs","T-cells","COL1A2","CD44",320.497810886617
"CAFs","T-cells","LGALS1","PTPRC",289.484700163908
"CAFs","T-cells","CXCL12","CXCR4",208.645430823224
"CAFs","T-cells","B2M","KLRD1",172.008598869276
"CAFs","T-cells","COL1A1","ITGB1",159.725342689834
"CAFs","T-cells","B2M","TAP1",155.865086322693
"CAFs","T-cells","HMGB1","CXCR4",150.313641071982
"CAFs","T-cells","COL1A2","ITGB1",120.455031267663
"CAFs","T-cells","FN1","CD44",119.333101823758
"CAFs","T-cells","MIF","CXCR4",116.444620929259
"CAFs","T-cells","COL3A1","ITGB1",103.474737372559
"CAFs","T-cells","LUM","ITGB1",93.8805711913895
"CAFs","T-cells","B2M","KLRC1",86.8047046176081
"CAFs","T-cells","MIF","CD74",84.8910618024988
"CAFs","T-cells","TIMP1","CD63",73.9527692335087
"CAFs","T-cells","LGALS1","ITGB1",60.0341948463392
"CAFs","T-cells","HLA-B","CD8A",53.6304100710829
"Cancer Epithelial","B-cells","MIF","CD74",2791.53279855568
"Cancer Epithelial","B-cells","APP","CD74",359.546666137882
"Cancer Epithelial","B-cells","MIF","CXCR4",326.983704270258
"Cancer Epithelial","B-cells","S100A8","CD69",276.411838748372
"Cancer Epithelial","B-cells","HMGB1","CXCR4",167.877020155299
"Cancer Epithelial","B-cells","COPA","CD74",127.044216034202
"Cancer Epithelial","B-cells","LGALS1","CD69",81.9787721379971
"Cancer Epithelial","B-cells","HLA-DMA","CD74",61.9319966137714
"Cancer Epithelial","B-cells","ZG16B","CXCR4",44.9133615504989
"Cancer Epithelial","B-cells","MIF","CD44",44.7977672833856
"Cancer Epithelial","B-cells","B2M","TAP1",44.363941101467
"Cancer Epithelial","B-cells","HLA-DRA","CD37",36.684071697353
"Cancer Epithelial","B-cells","CXCL14","CXCR4",25.9500571510753
"Cancer Epithelial","B-cells","HLA-DRB1","CD37",23.7444929649954
"Cancer Epithelial","B-cells","LGALS1","PTPRC",21.8536061242737
"Cancer Epithelial","B-cells","CD82","CD37",19.1288431876513
"Cancer Epithelial","B-cells","S100A8","ITGB2",19.0561210453964
"Cancer Epithelial","B-cells","S100A9","ITGB2",16.9461156441236
